temperature,humidity,soil_moisture,rainfall,soil_type_enc,crop_type_enc,irrigate,litres_eau
40.75095616327215,86.10512909821041,18.91305036768459,20.903235716309936,4,10,1,34.9
40.468345007801716,45.88538509436456,58.271338901593786,33.954081141798156,4,10,1,5.2
35.2811787070592,76.21655785192478,66.93642517712136,0.0844726787656569,3,5,1,22.6
42.85964900062477,70.31527160859224,40.47741949462812,48.61364350700672,3,2,0,8.5
21.16512357557819,68.13022225767396,50.595508961405464,1.4642951673217386,4,10,0,22.9
25.164856361993472,77.3601459573731,11.257308435889517,46.14054450732231,0,2,0,17.8
21.96472649531155,73.9278476856449,79.19219491005538,27.862515501051778,1,5,0,5.0
34.122490779149246,82.74688053689025,75.70953561438564,24.599169803888117,1,9,0,5.4
30.872849296869482,76.17104387444377,58.28119225727398,25.18622853262184,0,2,1,9.1
25.676375901066635,66.88045952879851,52.13916268159844,0.46751686494187483,3,8,1,24.0
29.236510008221547,76.27664685924536,54.89942981307906,4.979637269081122,0,10,1,20.9
41.923864164222806,85.70169436057385,68.29152090350149,16.82450591949609,2,5,0,10.8
26.103152636127085,67.41815815511289,65.43045218550768,44.41023792819181,4,1,0,5.0
26.75636114377711,49.00365051517602,66.90215875917451,11.927617778323912,2,3,0,12.2
35.63541985560508,86.51856821510586,30.53371660057881,19.104849192392432,1,3,1,31.4
24.283265025800183,66.00525427548683,66.89063858679378,23.858356610063108,3,9,0,7.8
23.436513693575662,68.27095095714665,53.62337883469441,5.22662825863795,0,7,0,20.7
43.40449846200454,49.61925543343925,52.42719284680056,20.702687491452153,2,7,1,22.7
28.445725978687282,76.07768944634932,24.16206427431749,23.81430929806254,1,8,1,27.0
36.67653019876224,50.70180220339085,42.29726095115786,48.32906697077841,1,1,0,5.0
44.809953599558256,45.55835727345041,78.6564031099838,47.79038005993131,4,10,0,5.0
41.378173776912725,51.735103998334026,23.060654272253323,49.064055625944505,0,2,1,15.0
21.216690077102708,49.464529484050374,45.64308772290706,45.71520958174127,4,9,0,5.0
37.505104800186686,39.45291274088097,28.39715076111934,10.30385889492944,3,6,1,37.5
21.272993991334424,88.60155925120807,33.68633408293256,11.751653722133431,1,7,1,26.4
20.896610912683915,57.43729235944935,13.942148421562628,8.131588656977428,2,7,1,39.7
42.7082001803763,88.60504405946722,55.70058621955346,41.99123701571305,1,2,0,5.0
43.55051810966265,49.67922559646538,73.7620073881481,14.789768735477999,2,5,1,10.7
31.93355614533219,60.52361529195159,61.402616669558206,1.3713223862720003,3,8,0,28.2
40.46451487539019,32.444575226680506,36.15581849462336,5.53113110470953,1,4,1,37.7
39.77544477958285,56.1908459915761,37.84118859107438,36.12552683785038,2,4,1,16.4
44.78218269104898,85.39013296172514,21.760191365899296,15.686107145247636,2,9,1,38.9
38.008079917638696,65.23606127038708,11.371614170889703,28.31689644076919,2,8,1,33.3
31.862141660742154,55.4326250745864,41.37871334531515,31.680921774555937,4,5,1,14.5
28.90608577126401,39.07976489457634,40.743420914272356,34.48627813724341,2,5,0,10.1
44.23818949950949,57.297892755642884,62.64285365102492,49.25405562685522,3,0,0,5.0
22.222285502560155,82.02635941055956,60.92788237742167,21.987864951647403,2,1,0,5.0
29.37384230014634,68.3121532301179,52.798784247838405,8.473535431918593,3,0,0,23.3
32.16699590155392,81.18355516089264,66.46040402028879,20.329364517110548,0,10,0,10.7
25.958318829810036,48.55390517851927,74.7067740337397,14.82957381743406,0,4,1,7.9
30.48839030358036,86.89104019525618,22.064929836304582,4.420125682985276,4,0,1,42.8
43.4471271763196,42.42158557061934,51.508290523857404,37.13905860617056,2,9,0,9.4
36.75141035394962,57.23333314333096,28.78021502881307,43.472930396826946,2,6,1,16.0
41.6309327611708,52.96255746449829,12.22822304981591,47.34399369831457,2,2,1,23.6
44.03181159086676,34.74447031238094,11.261400117961887,2.745067245081223,4,6,1,51.5
30.730237990280237,58.48505768852519,42.5161194687156,23.029927329839637,0,2,0,18.1
29.09778501949358,44.344467071891785,28.566806226110813,43.87806433690181,1,1,1,16.3
26.330469721036998,53.93454134115338,39.838651148910586,49.530344034034364,3,6,1,5.0
37.91502194168393,89.05769729819738,26.48793392827403,19.267488542765044,2,4,1,32.7
36.414162756142446,48.340383803660615,18.396414035378413,11.778623708168078,0,5,1,35.6
28.64426458779336,76.66253978624188,61.0762154668148,39.76162760554563,4,9,0,5.0
37.44048990390533,58.78437447309331,23.511517169070544,10.38611276707851,0,2,1,36.8
24.438411969141555,52.20851735457271,49.02207893984144,0.43837727693672446,4,4,0,28.2
42.09125370634082,33.53059958422211,50.51769055462341,30.428004317697127,0,7,0,17.1
22.969227996435503,53.76021818786755,64.6882226355977,10.442501008060834,0,10,0,11.5
42.65779502837705,50.86960859780578,79.13651299250553,32.073115683031205,1,10,0,5.0
24.03796177177247,87.43957323804734,24.573265911998153,43.35541046771378,0,8,0,15.4
44.643429898389684,51.867389355286114,28.734082876280393,41.6772089290831,1,7,1,19.0
36.05142394472761,57.66810808016352,44.44634941039431,12.721096080116235,2,6,1,24.8
37.34691916743928,42.002082538557026,64.11914476421362,43.61535360456771,2,4,0,5.0
24.438713302503228,38.31384847821407,49.95233013253495,9.497644812733114,2,5,1,21.2
20.965717171553997,69.62687796811078,36.72082888604345,7.021609271578111,0,6,1,28.2
36.70366654186424,36.64134309373003,75.34170065355748,12.779917832653325,2,0,0,8.8
26.570548469054373,54.123672057372616,32.62743293895127,22.93814238268729,3,9,1,19.4
32.255358218892106,33.25629018358889,53.203069012958245,42.98839691248799,4,1,1,5.0
32.44582994017466,63.83363987633256,23.309386649280672,29.466748936144587,2,3,1,24.8
42.190827166666594,30.599653211792816,59.792087908112045,7.453007359368163,3,4,1,24.9
23.40557973454008,49.53316318841446,16.668688233385314,21.5646136199811,3,0,1,33.0
20.10848972877781,85.29478481788104,62.36441976580661,9.081300467388493,0,1,0,17.1
38.693271940792485,74.893278267369,78.75189645302568,6.800813033560477,0,1,1,10.8
37.7158880700333,59.04107112779475,37.59520008535051,15.26225452368346,2,4,1,28.5
25.25400969476603,60.17829143833275,39.44397210774386,26.83441922396092,4,2,1,14.7
37.717919497388074,31.77736380761903,38.13475185098739,38.957815088033776,4,8,1,14.8
29.576036787635424,76.5885249541903,24.826116760210276,31.208370040705134,1,4,0,27.7
27.292120865676765,58.59851718592666,77.6211966885199,38.66985748783586,2,4,0,5.0
39.866684755399106,49.483920134315696,63.67737900379749,24.047100858469094,2,3,1,11.9
37.203573065591314,75.10429684490862,64.6119937283051,6.306357669875346,3,1,1,20.6
25.870121596321333,47.089326096545484,10.528601615874475,26.235191187706214,1,2,1,32.1
42.16276404254325,56.64861457606684,47.52030142443813,7.037543327178364,0,8,1,29.1
24.82065074216397,55.64164549284719,11.181626123082197,39.81829181943996,4,10,0,25.3
36.78318460039658,50.101028291349536,17.369732124207868,26.58712225399998,3,4,1,30.9
30.890590366070846,43.81920408797029,59.44550442395924,48.2572237345704,4,0,1,5.0
42.99674750415076,66.67561552975926,16.157794356379945,39.91243508451327,0,4,1,26.3
35.03836100801566,89.36120183283671,28.36550639145835,38.608688401490035,0,6,1,17.5
37.47714778327027,51.80739173070656,52.657275544088556,8.085926434387797,4,1,1,25.7
42.64837967501683,39.06185171611502,11.382171068546372,2.8813879587419433,4,4,1,48.9
20.037323132564282,37.66230899404634,72.28703316078415,46.06049015043159,4,1,0,5.0
25.49120634869687,55.657274411301884,11.970198499659963,15.042103257066564,0,0,1,39.1
25.62054494778337,56.79224366477944,44.50899642927143,7.986626483011239,3,2,1,27.2
21.510660261349315,42.048108725072666,27.284680428886514,1.4072812074687746,0,5,1,37.3
24.549147209603746,79.8043304120857,54.98445058020851,29.714574668560843,4,7,0,5.0
32.79208309415506,52.79064352117629,49.181428782670125,37.21140181347721,4,3,1,7.7
42.67471196366062,75.40666833277086,16.823881166781113,40.70200880330601,4,8,1,23.0
36.604725172463915,74.44226514923872,63.038183821221146,38.201986227289396,1,10,0,5.0
33.10295312213765,31.314816474810662,48.231693746803124,9.293512591245817,3,2,1,22.4
43.760596054056485,33.69915852015552,18.537286263558926,28.453901416422017,1,3,1,32.4
23.905586393834312,42.82797480915563,62.19606004390862,9.724028776177668,3,10,0,16.9
20.30873331658267,33.46032425789188,32.39609497485557,1.158185171827636,0,6,1,30.5
36.022469162732406,49.43550882327395,72.21446573748133,19.524949864522917,1,1,1,6.1
40.43038768182843,41.06802557590659,14.156969588719212,29.520921103557917,4,10,1,35.2
26.802068195231882,36.080979323131864,64.66931842273056,14.597435012004489,4,1,1,13.0
44.95947509996225,48.50827929719013,34.30707774145831,14.694058905402423,0,3,1,29.2
28.520331401748244,31.962533934124096,50.21502598054865,34.37252772712433,0,0,0,8.4
22.29221618086038,55.38007718428729,15.70367592831019,30.521361249312882,3,0,0,24.1
39.580984173756306,56.694399916004535,39.40410538463166,29.6122872625967,0,7,1,19.3
25.75342718230687,54.362566838314564,77.71497425212004,34.52316724682371,3,9,0,5.0
41.930700172176714,80.71051892900653,72.81901166510504,15.477000684656888,0,0,0,12.4
26.724597990978506,46.52477953751101,18.38274436580637,3.0230200072814517,1,10,1,41.6
35.21175117501271,34.6912604137002,25.041289623051973,47.666722437945204,3,5,1,12.7
26.813022245394656,42.61465019821445,18.289820907201,25.943746979566555,1,10,1,27.0
34.962006815966774,32.273862257530695,54.23098603846332,15.669587616729268,2,6,1,20.5
39.3732463569348,47.40527523996224,67.35316778327686,41.8831207413455,3,4,0,5.0
26.623487212299516,84.92257101638529,14.401402835276413,45.743518223722255,4,2,1,18.3
26.2974041431349,44.17379361344299,45.29558268812219,3.070724995128354,1,10,1,33.6
41.47848298913502,46.778265556474025,17.31110054414596,14.98711640131552,4,10,1,39.1
31.16614527245079,34.79877190124439,54.77861239365061,33.6385861948503,3,4,1,9.0
23.198871094313922,65.27056752255376,10.241694356091887,1.1696003555876855,1,5,1,47.9
31.03965401747574,58.99393269763694,51.767079117760915,17.747553815870358,3,9,1,16.2
28.63612194799497,68.98648832470799,54.7566221025319,4.691322889855881,4,6,1,25.4
21.803827268878916,73.06794018342708,16.08579701408459,34.50785149140696,4,3,0,22.0
40.08443272504991,61.04195574194614,25.408982351353217,8.281069800882012,3,7,1,38.6
35.60851656289607,51.064926928983134,19.89031681258316,35.465673442292285,0,7,1,22.2
44.429318072747364,59.51244233373096,31.261523053962783,4.568373654112307,3,1,1,41.9
43.192204608319415,61.062885786231476,29.304155705741316,3.6210215800408396,3,10,1,40.2
31.353524907470707,85.59772612053013,66.75150709073245,3.6388265111092277,4,5,1,17.5
21.30095830054321,84.37115384096484,42.5995339453624,17.65583824409403,0,3,0,18.7
21.68567879082114,65.20150612586617,76.41809318649717,4.584967056011968,3,5,0,8.8
42.777916659764415,89.13437452587796,66.44862078364696,47.63410191230921,2,7,0,5.0
44.48816193252955,48.984106226563696,19.54010904550792,1.8059847024101128,1,7,1,47.5
43.40228685226212,38.352691286618835,26.83434183781288,47.36113808540844,2,0,1,18.3
21.39663135847711,87.28358574796621,15.547175134600916,27.355146572825085,3,3,0,25.8
44.73447626456867,31.652462152722688,76.23758647088981,36.04400582275865,4,1,1,5.0
29.32991834035301,39.15254594146106,22.902926035451806,41.996234493274095,0,0,1,18.9
20.727649494941517,77.03007368760522,29.513267716993536,42.29871130112712,3,5,0,9.4
21.116951603907822,59.237534078279296,70.50669999135226,33.03373949209621,3,1,0,5.0
30.640526740192488,62.930973335148984,74.92002447582226,18.41110284428878,2,9,0,5.0
37.20383217429122,84.99807404652105,12.096423356551817,24.035954315176934,3,9,1,34.4
32.912304760676975,57.2809764184823,58.75782951029399,43.50375784502833,1,3,0,5.0
29.143662540393997,70.43942703651832,25.74157338371713,2.9107244649939967,1,9,1,37.4
40.93871337913403,62.55904478319091,19.499360875488755,16.276069850459002,2,4,1,38.3
37.12454339758388,55.125179189557755,56.80780386929133,11.610261481538304,4,7,1,17.6
27.783021736627415,63.02715980015594,12.16019859464489,29.19459605575514,4,4,1,30.6
31.815478511153522,75.68662274286805,66.18470976619756,43.88384530513029,0,8,0,5.0
23.236246595550575,86.41765666073046,38.72971614282383,26.3653148815784,1,8,1,16.2
31.0215717123202,60.726599171078334,41.999349104898656,36.143727886619516,4,10,0,12.8
40.38285513079747,76.20036321566943,61.73215113143068,49.541330276415074,3,2,0,5.0
42.84226480601985,49.281762896859476,24.996020360116564,21.46306507324352,0,1,1,30.5
26.74489872540307,83.52297219641892,27.924675857594927,18.637320527391683,4,7,1,25.5
34.48328979071704,84.77755149128558,14.401109068128402,24.571307135240083,1,9,1,33.3
27.64105622996914,44.21761013469203,28.679749662819376,40.71492939879772,3,2,1,12.5
40.67809748665603,42.956008745873945,18.171257549464897,42.54752889745105,2,8,1,23.9
30.57903200932256,50.877088258836935,32.98524225498258,31.021153306164795,1,1,1,20.7
36.858769520651904,84.06147093641098,40.2804091044671,23.811624671832888,1,2,0,21.5
36.945401595342574,77.64486846325688,40.781902042791494,14.187898565460323,0,2,1,26.7
33.31619790434561,39.407365306947916,39.5399621912991,38.83115029268506,0,7,1,13.4
33.91521458728222,64.07437282820298,10.670892789401474,37.73196847555641,4,5,1,26.6
43.05362065182213,73.28274269967972,67.8104518433645,9.858270549269548,4,1,1,19.9
21.56001788833674,72.01755933928867,72.95338181450354,28.55464813482588,0,8,0,5.0
44.00996952275004,75.13728124200927,56.2740225054987,26.01773197904585,1,4,0,15.2
30.03964251745895,70.15197832245858,50.749949976036845,35.845326281658124,4,10,1,7.6
31.79094656609786,86.77605071218397,20.839323086303246,7.31682609318483,0,8,1,37.3
23.024163088077458,76.5884415878182,73.23228913486741,42.5274982122582,4,4,0,5.0
30.94871854683191,61.84695403542477,22.865476743419315,39.62601877657584,1,4,1,18.1
24.82520894910548,47.62148303404345,58.31139540343155,37.132429857596364,3,4,0,5.0
24.391399906747495,68.59133175258913,41.68441851909602,15.417145393822151,3,1,0,17.0
22.048043760268406,73.69928529822637,66.01215725733252,26.80877718743956,2,9,0,5.0
28.842792901798813,42.64222811373242,70.74998828292524,41.0645066557686,2,10,0,5.0
37.39006494575111,53.70961534115723,58.036830464033265,27.256720410104172,0,7,1,11.9
32.475756371018505,47.18350896489767,21.382003019622363,23.17624649438842,0,5,1,30.1
32.08952848739161,56.278615609074535,76.98260527684259,16.881162364927054,3,9,0,5.0
21.13983994241245,62.4222666895308,24.919704151622625,41.751562975902836,4,4,0,15.0
29.87806588503539,65.59087194459256,74.27991540635743,10.742482391138125,1,8,0,10.5
35.46871091510945,35.65730448720126,56.25215192365876,7.595508665112504,2,7,1,24.1
43.912315929201526,87.55191459382658,41.04515629375207,8.080831761990753,1,4,1,36.1
26.259454288399766,62.01513104995303,26.86201305800764,7.4706787916523965,0,9,1,38.8
25.767040293629467,43.56583906702543,18.328077093309474,17.503620042106498,1,2,1,28.2
42.05780411963046,32.13529507823852,66.55703591036291,2.4306967749158357,1,4,1,24.3
33.364554553285686,84.83039836911186,57.436076885369914,43.026866220532376,2,7,0,5.0
35.29146178790229,62.70819170981503,13.942580675630783,7.008249749763324,1,0,1,47.9
44.291408760344794,74.81897452969253,46.04518053257099,43.60362433744475,3,7,0,10.3
38.24174654604174,39.66030963086851,70.61313029812942,5.010359759460664,0,3,1,18.3
24.083133457377848,67.42705786686402,49.76003665664892,4.68441663290543,2,3,0,25.6
43.08851838805341,83.90318505761857,62.317102717128606,11.821951520563289,0,5,1,20.5
20.695716122088875,55.77655110295219,72.80510902480086,31.225937741919264,0,8,0,5.0
28.51574785868103,84.91863031889162,75.85030488576447,21.751574138509632,4,10,0,5.0
20.295972871262716,55.87203511349958,52.524647688506995,26.856686032549458,0,6,0,8.0
32.08079594756008,49.89817072073453,71.29888234039393,27.482951899739692,1,0,0,5.0
23.59952152785639,76.42059678220348,76.51204522577439,4.888946424885921,2,1,0,12.5
25.202610171963777,68.84418738328316,11.066996096131096,34.00572523343925,0,5,0,30.0
22.155252769115375,71.12653674609129,14.487450659396828,23.12589574596406,0,7,0,34.6
44.55970150675587,39.59385867138858,78.5593378238135,42.96487313709485,0,8,1,5.0
41.498990879157205,45.5261197796829,33.140684872159966,31.05098822185422,4,9,1,22.5
24.616989317955518,47.82790473626716,79.31101047337556,30.903540378180992,4,0,0,5.0
33.911009130226915,69.02457199069735,59.75578578409538,15.416434523508526,1,10,1,15.6
39.639189682090134,57.8642083609102,15.369362520559712,41.264114833476285,1,6,1,25.4
37.13113148093829,39.577815353887985,15.098765619669958,37.93681638308926,3,5,1,28.3
35.028400206945214,50.88185001741364,18.746928782522637,7.303679850347001,4,8,1,42.0
37.305192101283865,47.12566213216931,65.78554043020073,35.54342197434384,3,9,0,5.0
44.8515104952495,51.453082154101764,68.23950448217846,3.9804054796845567,4,2,1,23.8
25.60779699327265,43.74005595041454,49.98571176200093,49.27451674981906,4,6,1,5.0
20.755625518698753,89.94198570140003,22.46523535182315,20.433731846650815,3,2,1,26.5
28.176975482342883,60.27967378368359,66.66639204451958,31.179396131038896,2,0,0,5.0
34.787487811473895,69.96827944966799,69.45352500312346,16.69810133875751,0,10,0,10.0
38.548115658799375,80.75677595491739,14.064598830524757,29.945346083943146,1,8,1,31.5
44.37098273357239,84.28158622258954,66.16471747013115,43.43497817318014,1,4,0,5.0
23.679181876885707,64.27620149229062,17.834450996713986,28.111081134859344,2,2,1,23.6
38.37620771665865,57.94307436227143,57.567402001357515,5.697698123428996,4,7,1,26.8
24.799699371697542,57.60131819543586,53.03829072075542,8.65597048943636,2,7,0,18.0
36.583664274081684,53.70359868432489,39.52450441343621,44.4856987856447,4,7,1,5.0
23.214112571121962,47.815236848807295,77.61184030661397,3.8712765896068477,0,6,0,10.2
41.663322873924194,35.40619190063259,25.02998561387468,32.67834741232985,3,10,1,26.9
40.452437326327335,71.6077001280376,40.815884064628115,7.576512837620763,0,7,1,31.6
26.428346478202453,83.90555705479505,54.36484071866472,47.1425919597611,4,1,1,5.0
39.1999254470001,37.21402093209724,35.54489680417497,7.232731333439318,3,2,1,35.1
29.49368657205551,87.68038574199944,75.91839403151526,45.06192984784938,1,4,0,5.0
41.45840078308355,34.49858967361966,24.908946716896892,46.591359608696045,1,0,1,18.1
28.126762639254398,62.526247522253286,35.810541311977026,25.002133049502962,3,3,1,22.3
28.67499313226723,83.87553039858811,26.58074495652988,14.461451969538047,3,1,1,33.4
39.13479038598645,40.040812734543564,61.40240736498356,12.942180787458412,0,7,1,20.0
38.53640800301412,51.06942585919074,26.852179880856177,9.463494517171773,0,0,1,40.1
26.194955018699307,59.01907574087086,37.2077835446416,25.996555852261434,0,1,1,18.4
24.294777904798174,84.92033165057988,51.62551871347641,10.591435386655057,1,0,0,19.5
28.748307877867724,34.719157283855345,57.44980121554441,49.77838547878547,2,10,0,5.0
43.932321340566055,73.00455229388245,59.730467688835205,31.20536372744307,4,1,1,10.4
36.65819919083647,59.61316544079267,68.29357862551649,12.865912545870545,1,3,1,14.3
40.03756268437459,76.32065513923405,31.248200528032562,4.3386537230835405,3,5,1,46.3
34.658242580821664,89.01214680550049,44.75517160087502,7.130964465692208,2,10,1,25.0
34.45539529158425,38.3942245514973,30.036114079903236,49.72284864103999,1,7,1,11.7
30.776186336194534,76.21612639325542,30.47463252956327,28.531019482998133,3,8,1,21.4
37.65049018863425,56.909744276641106,32.79235244928962,46.164929154389746,4,5,1,16.6
23.667612502732602,74.14519238759246,33.24329094745177,48.12374013946727,1,0,0,8.4
33.68262267287342,52.95926529009925,59.39773189779489,21.79268001630481,3,7,1,10.4
21.437347434218022,42.82527224539051,51.46848927571608,26.327853111432546,1,1,1,12.0
37.61138703400717,30.71375569710357,16.460434267055398,27.60990393917678,3,7,1,29.4
29.716979202240765,42.4487770108315,12.942908103759896,36.394402762951756,0,10,1,24.0
39.09757273066401,88.70037112642228,61.81816447459104,36.46597571632683,3,1,0,5.0
40.14405474183393,31.016773043479006,62.330307416706844,23.108226049210067,4,7,1,10.5
44.14116827752541,53.10809905709338,59.93362038327751,35.54501902396884,4,10,1,6.0
42.42937415874614,35.01380801535908,79.90753405382902,2.0035458859806288,0,8,1,17.5
28.789656042679923,83.39466550585593,73.54020442943597,48.35796769774654,4,1,0,5.0
36.380158530924334,88.77951159523022,28.122796924433388,1.4351136641208684,1,7,1,39.6
37.56894259547987,30.240360123432175,61.14886280333335,25.21869094034153,3,10,1,9.7
42.054702448762384,45.92397332835068,17.063092519852596,27.141326893259293,1,4,1,34.5
37.40045800489062,45.15551560210481,73.35301155419597,31.018107431687476,3,3,0,5.0
44.77522921784181,46.06533113516103,47.659612050813784,21.567718850950385,4,6,1,21.8
24.345924076384534,48.078125518802494,32.85486295499854,9.060549391634975,4,4,1,30.5
28.668970862267777,43.64179713304807,23.561859964898307,40.748247334532564,3,7,1,18.1
43.96998478987488,66.3456803277585,57.94347876883023,27.90510465395288,1,3,0,12.0
36.19450935956783,54.71760770427889,16.25123791855812,11.729816147744693,0,0,1,40.7
27.73468162541459,57.637756366811175,58.63753741290659,3.663661992463141,0,6,1,22.9
41.084475297204214,85.00303810073375,60.06428012516496,33.821866993616304,3,0,0,8.3
28.646734425456316,52.37694392141231,58.11891838526122,32.6027006929887,2,10,0,5.0
31.002564336630407,40.28865998326762,49.29984315790569,23.79820607281117,1,10,1,16.6
32.54208101658097,60.039649298357595,63.76802567677912,34.64569148571106,4,2,0,5.0
32.86795356649286,54.499052935825844,75.29970917914787,29.95919954089513,0,2,0,5.0
28.39441165786716,65.82291170448435,51.05459739496491,36.68287797853508,0,7,0,8.8
41.17389931865269,39.72649713484512,42.25416314055025,36.410226231781394,0,2,1,11.5
28.81064853824593,89.13111172554491,70.03719856867663,6.991478829691589,1,5,0,14.6
25.170843135796275,49.085648920570065,59.88861687272014,15.721187418996102,0,8,1,15.5
29.346774466499085,47.63260513096278,71.8833595983784,37.551515058977735,4,1,0,5.0
31.84636431585225,30.56021959944278,78.23921333702242,38.43325910822307,0,4,0,5.0
33.58887063901205,38.29359134621517,46.5719031452069,13.326407387862293,0,7,1,26.0
35.4160865664287,49.18667309789022,23.295949097892994,2.1465618979947534,1,4,1,43.1
37.4791408063121,71.43489159032916,63.0525953870859,27.302749925283308,2,10,0,8.8
31.63073712084453,46.74019653820083,26.660664922062765,28.516308382658128,1,7,1,25.2
32.47465904463775,68.61553532776412,13.761614380512892,6.350985525056946,1,4,1,45.5
42.52284550667763,63.01119484557964,65.61954208529696,46.472006748994005,4,10,0,5.0
20.731195401298272,89.91760029039507,77.9717545355527,49.8328153937294,1,4,0,5.0
20.8622772652181,36.77280536316364,23.5417165484732,41.37358446601353,0,2,0,17.5
35.0077062526602,48.23833086745499,48.18654605717752,32.68459331954812,2,9,1,13.9
28.985813474487294,52.19147983757627,20.894544921843245,30.03503673058091,3,10,0,25.7
21.551273233366402,33.687757831239885,41.39064882805076,10.537326442047885,3,0,1,18.7
33.93011383529256,52.306079010443035,66.62785905598011,38.09656406849628,0,6,0,5.0
43.639568367556805,50.795439314387494,60.34700111604927,30.698990570876006,4,6,1,11.9
43.6856477539155,74.87889226342418,16.868785934429518,40.27908510602032,4,2,1,28.7
41.31636345753323,38.99405985997012,20.92435319050036,43.92047770210838,2,7,1,20.2
41.10291424448529,47.70462785382185,18.89438137230832,20.139416659128194,3,4,1,35.9
36.72548159377399,55.91875527579122,71.11729976042804,37.709908621362224,4,5,0,5.0
23.749601029230462,78.95799433429576,17.6170751462994,7.932520569739476,3,0,1,38.6
31.686222277080677,83.94982147597622,75.29480516055183,20.43974528080865,4,6,1,5.0
38.38215555738387,49.00113536054117,46.44669717073439,2.781898555967355,0,7,1,30.3
21.01256614558356,61.9542617201098,50.73739217434089,33.17672689011077,4,2,0,5.0
36.544898556172896,49.51644767306121,25.212293645679182,47.84416825746797,4,3,1,16.0
38.617588754431694,59.6855788078268,42.22915188217081,24.962956487145753,2,6,1,18.3
27.86936234234359,33.48503781596048,49.51096253147466,13.692957153623103,4,5,1,22.1
22.438785088483204,85.55108530669379,53.6671050386687,39.210834680417854,3,2,0,5.0
28.231189491897304,49.29855223019105,14.011674048408079,28.135628468483088,2,2,1,28.4
44.67614704835707,64.9579976721312,55.70530271886813,2.092067833879996,0,2,1,29.7
41.307223681293735,46.79555395322313,16.638544114984363,3.6040649264983737,4,1,1,47.1
40.73230708159723,85.88354341364213,48.94147571001361,28.72400758626158,1,5,1,15.6
44.427127817714435,72.06387912886652,77.93171620837671,37.089737033047854,2,0,0,5.0
31.976441919832276,84.59550491133639,27.8766706254281,16.084788057474796,1,8,1,30.1
41.84799981231543,79.58535787225021,27.50756695182973,11.867488805411275,4,2,1,40.2
38.30564615460655,63.90004723208108,75.50627320256159,48.76039300620252,1,0,0,5.0
25.848907396402268,31.020208198718553,67.15020105096539,16.256720768443316,1,1,1,8.4
24.444302250509786,33.897787302038,25.645761342128072,46.02065410652509,2,10,0,11.9
23.017793744860178,61.48803071954629,10.119459449327763,28.813517331499895,1,4,1,29.5
31.879797509721463,30.190205990804518,46.240145972840814,15.00410429136681,2,8,1,20.7
25.444078595387005,75.93922847689169,43.27418039127066,38.04052557668173,1,9,0,7.6
20.70977940044033,51.16009779280069,16.211239993418484,27.414305904628765,2,5,0,26.3
40.80892845968602,83.04957641236635,49.34906635668133,25.444402200173492,1,7,0,18.9
35.0150160296416,74.98830482064398,42.61263795211733,33.83954660747256,3,10,0,13.2
30.284650216284227,77.5843044975988,13.84967156845042,35.9058268619734,0,1,1,24.4
26.994668579965676,38.83713324804126,25.953358030918803,19.774452978038852,3,10,1,28.1
21.741802779864184,38.731726603035156,71.45072538977347,15.835551117134445,2,0,0,6.3
22.360439206729904,78.14002009754861,18.118995576475584,45.726977491348315,2,0,0,15.8
29.72177145794117,41.72927169450901,26.526732132543213,26.768287098351983,2,4,1,23.1
36.54869415091855,50.22844560314237,75.99869214784462,18.50338842580639,4,3,1,6.2
27.256426594246168,64.9058031451907,28.770597202283994,13.262640647152091,0,9,1,31.1
24.055620089033237,31.053992577602113,67.6454109585114,32.2461586824377,1,7,0,5.0
36.06320253251427,42.989328479444886,31.976545774906473,49.567083662594264,4,5,1,12.2
44.48696933472412,88.87476089672393,23.043098072526455,41.96384537116915,0,4,1,20.8
34.59930533164479,43.176560374858454,19.337927836367477,20.203716333224232,2,4,1,32.9
22.689255761636154,32.809634699650736,13.451795372149345,16.236771466750476,0,0,1,34.6
38.18336339833857,81.41375011665151,28.4326322408002,41.822014818687094,4,10,1,15.7
25.434674803217007,85.72476204611232,59.19256487773805,14.154016718384854,0,0,1,13.5
44.31813738500351,75.47178231705236,76.09075378921426,29.50760362827886,2,0,0,5.0
20.482939189446814,41.21183067470161,35.80881894636301,8.133086705564107,0,5,1,23.3
41.624203151057145,78.66466505517621,17.26881098224198,29.593027016780916,2,0,1,32.0
38.179995766824284,76.95200268949688,59.75197516186793,32.88508168538024,2,9,0,12.2
37.63483784076971,62.91196518477323,27.727122474343115,15.857505399764127,1,5,1,37.3
41.09407676189787,52.76167000293602,11.021191188819609,9.799117855479544,2,3,1,45.7
35.571462482428025,75.33732927177263,48.758151178911795,44.42694519809778,3,7,0,5.0
22.063470396266254,79.58999822662611,17.150383937344987,20.37457513736081,0,2,0,30.5
21.08796746637697,74.12171761844075,58.58862766215359,32.03240420321107,3,4,0,5.0
36.35693239456093,33.482918069918,34.45607653592788,22.410569029327092,4,5,1,21.6
37.92562229358267,46.34888966965087,55.757534032046586,45.08355622678676,1,1,1,5.0
41.665754778687045,55.99679167420658,17.784601720137566,15.955692821141481,2,2,1,36.3
25.004368003637943,78.54454153097765,61.21803533987804,39.11507007867325,2,9,0,5.0
42.01551918870342,40.35957277382647,36.18762330611298,38.898577826357595,3,2,1,17.4
33.00794640382312,34.27759171307958,13.263043542146416,11.792787542923605,3,5,1,39.3
